dateTime,country,city,region,profile,age,gender,surveyType,purpose,concern,whenSiteUsed,purchasedBefore,purchaseExpectInNextMonth,productKnewWhatWanted,behavNumVisits,behavReferral,behavPageviews,avgAmountSpent
29.07.14,United States,Fishers,295,Frequent customer,NA,Male,At Arrival and Exit,Buy from this site,Shipping costs,Never. This is my first visit,NA,3,Somewhat,12,Unbranded Search,4 to 6,94
10.08.14,United States,Norman,609,New customer,NA,Prefer not to answer,At Arrival Only,Products,Shipping costs,Never. This is my first visit,NA,4,Yes,17,Branded Search,10+,92.48
24.08.14,United States,Davenport,223,Other,NA,Male,At Arrival Only,Resources,None / no uncertainties,NA,NA,1,NA,4,Unbranded Search,2 to 3,116.23
13.08.14,United States,Morganton,569,Occasional customer,NA,Female,At Arrival Only,Products,None / no uncertainties,Never. This is my first visit,NA,3,No,1,Unbranded Search,10+,99.72
10.09.14,United States,Seattle,798,Other,NA,Prefer not to answer,At Arrival Only,Products,None / no uncertainties,Never. This is my first visit,NA,3,No,85,Referred,1,160.85
26.07.14,United States,Walker,907,Occasional customer,18-24,Female,At Exit,Products,Product effectiveness/will it work,Never. This is my first visit,NA,3,No,14,Unbranded Search,2 to 3,123.9
28.08.14,Malaysia,Ipoh,415,New customer,NA,Male,At Arrival Only,Products,Whether this is right for my child,Never. This is my first visit,NA,5,NA,18,Direct,10+,65.23
13.08.14,United States,Chelmsford,170,New customer,25-34,Female,At Exit,Buy from this site,Warranties/product guarantees,In the past month,No,4,Somewhat,9,Self Referred,10+,88.66
30.08.14,United States,Onalaska,638,New customer,NA,Male,At Arrival Only,Buy from this site,Product effectiveness/will it work,Never. This is my first visit,NA,4,Yes,4,Unbranded Search,1,64.75
22.08.14,Australia,Adelaide,6,Occasional customer,45-54,Female,At Arrival and Exit,Resources,Shipping costs,Never. This is my first visit,NA,3,NA,6,Unbranded Search,1,105.76
26.08.14,United States,Clovis,185,New customer,NA,Male,At Arrival Only,Products,None / no uncertainties,Never. This is my first visit,NA,4,No,5,Direct,10+,71.61
11.09.14,United States,Knoxville,449,Occasional customer,55-64,Female,At Arrival and Exit,Compare pricing,Warranties/product guarantees,Never. This is my first visit,NA,3,Yes,13,Unbranded Search,4 to 6,124.82
27.08.14,United States,Abilene,1,New customer,35-44,Female,At Arrival and Exit,Resources,Product effectiveness/will it work,In the past month,"Yes, more than once",5,Yes,37,Social,4 to 6,82.54
30.08.14,United States,Fort Wayne,308,New customer,25-34,Female,At Arrival and Exit,Products,Shipping costs,In the past year,No,2,Yes,3,Direct,4 to 6,98.59
28.07.14,United States,Bellingham,81,Frequent customer,NA,Male,At Exit,Products,None / no uncertainties,Never. This is my first visit,NA,3,NA,27,Unbranded Search,4 to 6,113.82
19.08.14,United States,Orlando,645,New customer,35-44,Female,At Arrival and Exit,Compare pricing,Other,In the past week,No,4,Somewhat,5,Unbranded Search,10+,76.91
24.08.14,United States,Windsor,954,Employee,65 or older,Female,At Arrival and Exit,Resources,Whether this is right for my child,Never. This is my first visit,NA,3,Somewhat,5,Unbranded Search,1,111.59
13.08.14,India,Hyderabad,410,New customer,NA,Male,At Arrival Only,Products,Other,Never. This is my first visit,NA,3,Yes,26,Unbranded Search,7 to 9,127.08
30.08.14,United States,Mosheim,572,Employee,55-64,Male,At Exit,Products,None / no uncertainties,Never. This is my first visit,NA,4,Yes,10,Direct,10+,71.45
16.08.14,United States,Danvers,220,Other,18-24,Female,At Arrival Only,Resources,None / no uncertainties,In the past month,No,1,No,2,Direct,4 to 6,133.86
31.08.14,United States,Bethel,90,Occasional customer,55-64,Female,At Exit,Products,Shipping costs,Never. This is my first visit,NA,3,Yes,4,Social,1,97.65
30.07.14,United States,Seattle,798,New customer,25-34,Female,At Exit,Resources,None / no uncertainties,Never. This is my first visit,NA,3,Somewhat,4,Social,10+,94.95
29.08.14,United States,Lancaster,470,Employee,NA,Female,At Arrival Only,Products,None / no uncertainties,Never. This is my first visit,NA,3,Somewhat,10,Unbranded Search,10+,151.65
10.09.14,United States,Woodinville,964,New customer,NA,Female,At Arrival Only,Buy from this site,Shipping costs,Never. This is my first visit,NA,4,Somewhat,35,Unbranded Search,7 to 9,138.43
13.08.14,United States,Frederick,313,New customer,35-44,Female,At Exit,Compare pricing,Product effectiveness/will it work,Never. This is my first visit,NA,4,Somewhat,12,Referred,2 to 3,92.02
16.08.14,United States,Denver,235,Occasional customer,NA,Male,At Arrival Only,Buy from this site,Shipping costs,In the past month,"Yes, more than once",4,Somewhat,26,Unbranded Search,1,107.28
20.08.14,Canada,Freeport,NA,New customer,25-34,Female,At Exit,Buy from this site,None / no uncertainties,Never. This is my first visit,NA,5,Somewhat,34,Unbranded Search,10+,83.25
11.08.14,United States,Tyler,879,New customer,NA,Male,At Exit,Products,Ease of returning (if I am not satisfied with product),Never. This is my first visit,NA,2,NA,9,Referred,10+,92.66
28.07.14,Ukraine,Odessa,629,Occasional customer,NA,Male,At Exit,Buy from this site,None / no uncertainties,Never. This is my first visit,NA,1,NA,12,Direct,10+,108.22
10.09.14,United Arab Emirates,Dubai,246,Occasional customer,45-54,Female,At Arrival and Exit,Resources,Whether this is right for my child,Never. This is my first visit,NA,3,NA,12,Unbranded Search,7 to 9,123.22
14.08.14,United States,Lagrange,460,New customer,NA,Male,At Exit,Products,None / no uncertainties,Never. This is my first visit,NA,1,NA,22,Referred,7 to 9,114.04
13.08.14,United States,Stockbridge,835,New customer,25-34,Female,At Arrival and Exit,Buy from this site,Warranties/product guarantees,In the past year,No,4,Somewhat,8,Self Referred,4 to 6,86.31
29.08.14,United States,Olean,634,Occasional customer,NA,Female,At Exit,Resources,Ease of returning (if I am not satisfied with product),Never. This is my first visit,NA,1,Yes,11,Unbranded Search,1,137.98
28.08.14,United States,Minneapolis,554,New customer,NA,Male,At Arrival and Exit,Compare pricing,None / no uncertainties,Never. This is my first visit,NA,3,Somewhat,21,Unbranded Search,7 to 9,96.61
17.08.14,Nigeria,Abuja,4,Frequent customer,NA,Male,At Arrival Only,Products,Product effectiveness/will it work,Never. This is my first visit,NA,1,NA,44,Direct,1,163.88
23.08.14,United States,Van Buren,892,Frequent customer,NA,Male,At Exit,Compare pricing,Warranties/product guarantees,Never. This is my first visit,NA,1,NA,2,Unbranded Search,10+,78.26
10.09.14,United States,Saint Paul,759,Occasional customer,NA,Male,At Arrival and Exit,Products,Product effectiveness/will it work,Never. This is my first visit,NA,3,No,5,Unbranded Search,4 to 6,71.81
10.08.14,Australia,Melbourne,534,Employee,NA,Male,At Arrival Only,Buy from this site,Product effectiveness/will it work,Never. This is my first visit,NA,5,Somewhat,14,Unbranded Search,2 to 3,69.98
10.08.14,United States,Stevensville,833,Other,NA,Male,At Arrival Only,Resources,Shipping costs,Never. This is my first visit,NA,1,NA,19,Unbranded Search,1,143.79
10.08.14,United States,Highland,376,New customer,NA,Male,At Arrival Only,Buy from this site,None / no uncertainties,NA,NA,3,Somewhat,2,Social,10+,75.78
10.08.14,United States,Salt Lake City,765,Employee,NA,Female,At Exit,Resources,Shipping costs,NA,NA,3,NA,13,Unbranded Search,10+,127.1
10.08.14,United States,Forest Hills,302,Other,NA,Female,At Arrival Only,Compare pricing,Warranties/product guarantees,Never. This is my first visit,NA,3,No,18,Unbranded Search,2 to 3,161.31
10.08.14,United States,Salt Lake City,765,Other,35-44,Female,At Arrival and Exit,Compare pricing,Ease of returning (if I am not satisfied with product),Never. This is my first visit,NA,3,Somewhat,54,Unbranded Search,10+,157.08
10.08.14,United States,Alexander,17,New customer,25-34,Female,At Exit,Products,Shipping costs,Never. This is my first visit,NA,3,Yes,11,Unbranded Search,1,111.58
10.08.14,United Kingdom,Guildford,351,New customer,NA,Male,At Arrival Only,Resources,Shipping costs,Never. This is my first visit,NA,3,NA,5,Referred,4 to 6,90.51
10.08.14,United States,Hurricane,406,New customer,NA,Prefer not to answer,At Arrival and Exit,Products,Warranties/product guarantees,In the past year,No,3,Somewhat,60,Unbranded Search,10+,117.61
10.08.14,United States,Norman,609,Frequent customer,55-64,Female,At Arrival and Exit,Buy from this site,Other,Never. This is my first visit,NA,3,Somewhat,10,Unbranded Search,10+,125.45
10.08.14,United States,Rock Island,734,Employee,NA,Prefer not to answer,At Arrival Only,Products,Product effectiveness/will it work,Never. This is my first visit,NA,3,Somewhat,2,Branded Search,10+,85.56
10.08.14,United States,Carol Stream,150,Employee,NA,Male,At Arrival Only,Resources,Product durability/quality,In the past month,"Yes, more than once",4,Somewhat,8,Direct,10+,93.19
10.08.14,United States,Kirkland,447,New customer,NA,Male,At Arrival and Exit,Products,None / no uncertainties,Never. This is my first visit,NA,3,Yes,16,Unbranded Search,10+,91.17
10.08.14,Canada,Ottawa,647,New customer,NA,Female,At Arrival Only,Products,Shipping costs,NA,NA,2,Somewhat,16,Unbranded Search,10+,158.27
10.08.14,United States,Columbia City,195,New customer,NA,Male,At Arrival Only,Resources,Fast delivery,Never. This is my first visit,NA,4,Somewhat,18,Unbranded Search,2 to 3,97.23
11.08.14,United States,Sumter,845,New customer,25-34,Female,At Arrival and Exit,Resources,Warranties/product guarantees,Never. This is my first visit,NA,3,Somewhat,7,Self Referred,0,106.14
11.08.14,United States,Kernersville,441,New customer,NA,Male,At Arrival Only,Products,None / no uncertainties,Never. This is my first visit,NA,3,Somewhat,24,Unbranded Search,10+,125.48
11.08.14,United States,Ketchum,443,Other,55-64,Female,At Exit,Buy from this site,Shipping costs,NA,NA,3,No,25,Direct,1,138.08
11.08.14,Australia,Ultimo,882,New customer,NA,Prefer not to answer,At Exit,Buy from this site,None / no uncertainties,Never. This is my first visit,NA,4,Somewhat,12,Unbranded Search,10+,62.92
11.08.14,Australia,Brisbane,116,Occasional customer,NA,Female,At Arrival Only,Buy from this site,None / no uncertainties,Never. This is my first visit,NA,4,Somewhat,10,Unbranded Search,10+,123.27
11.08.14,Australia,Hawthorn,364,New customer,NA,Male,At Arrival Only,Products,None / no uncertainties,Never. This is my first visit,NA,1,NA,14,Referred,10+,131.2
11.08.14,Australia,Adelaide,6,Other,NA,Male,At Arrival Only,Other,Ease of returning (if I am not satisfied with product),Never. This is my first visit,NA,1,NA,12,Unbranded Search,1,138.2
11.08.14,United States,Saskatoon,787,Other,NA,Female,At Arrival and Exit,Products,Shipping costs,Never. This is my first visit,NA,3,No,3,Referred,4 to 6,95.67
11.08.14,United States,Harvey,362,Frequent customer,NA,Male,At Arrival Only,Buy from this site,Shipping costs,Never. This is my first visit,NA,5,No,2,Unbranded Search,10+,29.86
11.08.14,United States,Green Bay,342,New customer,NA,Male,At Exit,Buy from this site,None / no uncertainties,Never. This is my first visit,NA,4,Yes,16,Unbranded Search,10+,68.67
11.08.14,United States,Dekalb,231,New customer,35-44,Female,At Exit,Resources,Ease of returning (if I am not satisfied with product),Never. This is my first visit,NA,3,NA,36,Unbranded Search,10+,138.89
11.08.14,United States,Kennesaw,437,Frequent customer,NA,Female,At Arrival Only,Products,Shipping costs,In the past month,"Yes, more than once",3,Somewhat,16,Unbranded Search,2 to 3,157.45
11.08.14,United States,Bridgeport,114,New customer,NA,Female,At Arrival Only,Resources,Shipping costs,NA,NA,1,NA,21,Referred,10+,167.21
11.08.14,United States,Augusta,49,Other,NA,Male,At Arrival Only,Order info,Fast delivery,In the past month,No,3,NA,4,Branded Search,4 to 6,99.73
11.08.14,United States,Phoenix,678,Frequent customer,NA,Male,At Exit,Compare pricing,None / no uncertainties,More than a year ago,"Yes, once",3,Yes,22,Unbranded Search,4 to 6,109.72
11.08.14,United States,Washington,918,Frequent customer,35-44,Female,At Arrival and Exit,Buy from this site,None / no uncertainties,In the past year,"Yes, more than once",3,Yes,3,Direct,10+,101.37
11.08.14,United States,Tooele,867,New customer,NA,Male,At Arrival Only,Other,None / no uncertainties,Never. This is my first visit,NA,3,NA,6,Unbranded Search,4 to 6,97.76
11.08.14,United States,Wilmington,953,New customer,35-44,Female,At Arrival and Exit,Buy from this site,Shipping costs,In the past week,"Yes, once",4,Somewhat,35,Direct,10+,112.23
11.08.14,Canada,Edmonton,263,Frequent customer,NA,Male,At Arrival Only,Resources,Shipping costs,In the past week,No,1,NA,14,Unbranded Search,1,139.78
11.08.14,United States,Pittsford,684,Frequent customer,NA,Male,At Exit,Products,Product effectiveness/will it work,Never. This is my first visit,NA,3,Yes,12,Unbranded Search,7 to 9,95.2
11.08.14,United States,Kirkland,447,New customer,35-44,Female,At Arrival and Exit,Products,Shipping costs,Never. This is my first visit,NA,3,Yes,16,Unbranded Search,2 to 3,119.07
11.08.14,United States,Hendersonville,369,New customer,35-44,Female,At Exit,Compare pricing,Product effectiveness/will it work,In the past year,No,4,Somewhat,3,Unbranded Search,2 to 3,64.29
11.08.14,United States,Saint Louis,757,New customer,NA,Male,At Exit,Products,Whether this is right for my child,In the past year,"Yes, once",4,Somewhat,11,Unbranded Search,10+,61.18
11.08.14,United States,Killeen,444,New customer,NA,Female,At Exit,Buy from this site,Product effectiveness/will it work,In the past week,No,3,Somewhat,1,Unbranded Search,10+,64.82
11.08.14,South Africa,Johannesburg,428,Employee,55-64,Female,At Exit,Other,Product durability/quality,Never. This is my first visit,NA,3,NA,4,Unbranded Search,4 to 6,107.13
11.08.14,United States,Red Bank,717,Frequent customer,NA,Male,At Arrival Only,Buy from this site,Shipping costs,In the past week,No,4,Somewhat,27,Unbranded Search,4 to 6,113.92
11.08.14,United States,Royal Oak,747,New customer,Less than 18,Male,At Exit,Compare pricing,None / no uncertainties,In the past week,No,5,Yes,12,Unbranded Search,10+,30.92
11.08.14,United States,Eugene,279,Occasional customer,45-54,Female,At Arrival and Exit,Resources,Product durability/quality,Never. This is my first visit,NA,3,NA,41,Referred,4 to 6,147.79
11.08.14,United States,Trappe,872,Frequent customer,NA,Male,At Arrival Only,Products,None / no uncertainties,Never. This is my first visit,NA,3,Somewhat,5,Self Referred,4 to 6,106.29
11.08.14,United States,Brooklyn,120,Employee,NA,Male,At Exit,Compare pricing,Shipping costs,NA,NA,3,Somewhat,9,Unbranded Search,10+,88.24
11.08.14,Australia,Melbourne,534,New customer,35-44,Male,At Exit,Buy from this site,Product durability/quality,In the past month,No,4,No,41,Direct,10+,87.49
11.08.14,United States,Bemidji,85,Frequent customer,NA,Male,At Arrival Only,Products,None / no uncertainties,In the past month,"Yes, more than once",3,Somewhat,5,Email,1,106.29
11.08.14,United States,Tujunga,875,Frequent customer,25-34,Female,At Arrival and Exit,Buy from this site,Shipping costs,Never. This is my first visit,NA,3,Somewhat,11,Unbranded Search,10+,123.76
11.08.14,United States,Greenville,346,Frequent customer,35-44,Female,At Exit,Compare pricing,Shipping costs,In the past month,"Yes, once",3,Somewhat,11,Social,4 to 6,123.76
11.08.14,United States,Fort Smith,307,Frequent customer,45-54,Female,At Arrival and Exit,Products,None / no uncertainties,In the past month,"Yes, more than once",4,Somewhat,21,Unbranded Search,2 to 3,117.79
11.08.14,United States,Chicago,176,New customer,NA,Male,At Exit,Buy from this site,Product effectiveness/will it work,Never. This is my first visit,NA,1,NA,15,Unbranded Search,10+,103.98
12.08.14,United States,Columbiana,196,Occasional customer,25-34,Female,At Arrival and Exit,Other,Product durability/quality,Never. This is my first visit,NA,3,NA,7,Unbranded Search,10+,112.44
12.08.14,United States,Surprise,848,Frequent customer,45-54,Female,At Exit,Buy from this site,Shipping costs,In the past year,"Yes, more than once",5,Yes,3,Direct,10+,43.27
